folder,f1_score,mse
tS-sEYqbwdY,0.6788990825688074,0.9477756286266924
DaNPvMYA8CQ,0.4316546762589929,4.041025641025641
pw_yrMk9y7g,0.7529411764705882,0.44881889763779526
