frame,card1Name,card1Label,card2Name,card2Label,card3Name,card3Label,card4Name,card4Label,cardPlayedName,cardPlayedLabel,slotPlayed,elixir,predicted_cardPlayed,y_cardPlayed,y_elixirConsumed,predicted_elixirConsumed
00240,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,The Log,98.0,,,,6,False,False,0.0,0.0
00255,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,The Log,98.0,,,,6,False,False,0.0,0.0
00270,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,The Log,98.0,,,,7,False,False,0.0,0.0
00285,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,The Log,98.0,,,,7,False,False,0.0,0.0
00300,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,The Log,98.0,,,,7,False,False,0.0,0.0
00315,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,The Log,98.0,,,,7,False,False,0.0,0.0
00330,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,The Log,98.0,,,,7,False,False,0.0,0.0
00345,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,The Log,98.0,,,,7,False,False,0.0,0.0
00360,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,The Log,98.0,,,,8,False,False,0.0,0.0
00375,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,The Log,98.0,,,,8,False,False,0.0,0.0
00390,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,The Log,98.0,,,,8,False,False,0.0,0.0
00405,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,The Log,98.0,,,,8,False,False,0.0,0.0
00420,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,The Log,98.0,,,,8,False,False,0.0,0.0
00435,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,The Log,98.0,,,,8,False,False,0.0,0.0
00450,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,The Log,98.0,,,,9,False,False,0.0,0.0
00465,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,The Log,98.0,,,,9,False,False,0.0,0.0
00480,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,The Log,98.0,,,,9,False,False,0.0,0.0
00495,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,The Log,98.0,,,,9,False,False,0.0,0.0
00510,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,The Log,98.0,,,,9,False,False,0.0,0.0
00525,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,The Log,98.0,,,,10,False,False,0.0,0.0
00540,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,The Log,98.0,,,,10,False,False,0.0,0.0
00555,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,The Log,98.0,,,,10,False,False,0.0,0.0
00570,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,The Log,98.0,,,,10,False,False,0.0,0.0
00585,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,Earthquake,20.0,The Log,98.0,4.0,8,True,True,2.0,2.0
00600,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,Earthquake,20.0,,,,8,False,False,0.0,0.0
00615,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,Earthquake,20.0,,,,8,False,False,0.0,0.0
00630,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,Earthquake,20.0,,,,8,False,False,0.0,0.0
00645,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,Earthquake,20.0,,,,8,False,False,0.0,0.0
00660,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,Earthquake,20.0,,,,9,False,False,0.0,0.0
00675,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,Earthquake,20.0,,,,9,False,False,0.0,0.0
00690,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,Earthquake,20.0,,,,9,False,False,0.0,0.0
00705,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,Earthquake,20.0,,,,9,False,False,0.0,0.0
00720,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,Earthquake,20.0,,,,9,False,False,0.0,0.0
00735,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,Earthquake,20.0,,,,9,False,False,0.0,0.0
00750,Knight,58.0,Musketeer,73.0,Giant Snowball,38.0,Earthquake,20.0,,,,10,False,False,0.0,0.0
00765,Hog Rider,51.0,Musketeer,73.0,Giant Snowball,38.0,Earthquake,20.0,Knight,58.0,1.0,7,True,True,3.0,3.0
00780,Hog Rider,51.0,Musketeer,73.0,Giant Snowball,38.0,Earthquake,20.0,,,,7,False,False,0.0,0.0
00795,Hog Rider,51.0,Musketeer,73.0,Giant Snowball,38.0,Earthquake,20.0,,,,7,False,False,0.0,0.0
00810,Hog Rider,51.0,Musketeer,73.0,Giant Snowball,38.0,Earthquake,20.0,,,,7,False,False,0.0,0.0
00825,Hog Rider,51.0,Musketeer,73.0,Giant Snowball,38.0,Earthquake,20.0,,,,7,False,False,0.0,0.0
00840,Hog Rider,51.0,Musketeer,73.0,Giant Snowball,38.0,Earthquake,20.0,,,,8,False,False,0.0,0.0
00855,Hog Rider,51.0,Musketeer,73.0,Giant Snowball,38.0,Earthquake,20.0,,,,8,False,False,0.0,0.0
00870,Hog Rider,51.0,Musketeer,73.0,Giant Snowball,38.0,Earthquake,20.0,,,,8,False,False,0.0,0.0
00885,Hog Rider,51.0,Musketeer,73.0,Giant Snowball,38.0,Earthquake,20.0,,,,8,False,False,0.0,0.0
00900,Hog Rider,51.0,Musketeer,73.0,Giant Snowball,38.0,Earthquake,20.0,,,,8,False,False,0.0,0.0
00915,Hog Rider,51.0,Musketeer,73.0,Giant Snowball,38.0,Earthquake,20.0,,,,8,False,False,0.0,0.0
00930,Hog Rider,51.0,Musketeer,73.0,Giant Snowball,38.0,Earthquake,20.0,,,,9,False,False,0.0,0.0
00945,Hog Rider,51.0,Musketeer,73.0,Giant Snowball,38.0,Earthquake,20.0,,,,9,False,False,0.0,0.0
00960,Hog Rider,51.0,Musketeer,73.0,Giant Snowball,38.0,Earthquake,20.0,,,,9,False,False,0.0,0.0
00975,Hog Rider,51.0,Musketeer,73.0,Giant Snowball,38.0,Earthquake,20.0,,,,9,False,False,0.0,0.0
00990,Hog Rider,51.0,Musketeer,73.0,Giant Snowball,38.0,Earthquake,20.0,,,,9,False,False,0.0,0.0
01005,Hog Rider,51.0,Musketeer,73.0,Giant Snowball,38.0,Earthquake,20.0,,,,10,False,False,0.0,0.0
01020,Hog Rider,51.0,Musketeer,73.0,Giant Snowball,38.0,Bomb Tower,12.0,Earthquake,20.0,4.0,7,True,True,3.0,3.0
01035,Hog Rider,51.0,Musketeer,73.0,Giant Snowball,38.0,Bomb Tower,12.0,,,,7,False,False,0.0,0.0
01050,Hog Rider,51.0,Musketeer,73.0,Giant Snowball,38.0,Bomb Tower,12.0,,,,7,False,False,0.0,0.0
01065,Hog Rider,51.0,Musketeer,73.0,Giant Snowball,38.0,Bomb Tower,12.0,,,,7,False,False,0.0,0.0
01080,Hog Rider,51.0,Musketeer,73.0,Giant Snowball,38.0,Bomb Tower,12.0,,,,7,False,False,0.0,0.0
01095,Hog Rider,51.0,Musketeer,73.0,Giant Snowball,38.0,Bomb Tower,12.0,,,,7,False,False,0.0,0.0
01110,Hog Rider,51.0,Musketeer,73.0,Giant Snowball,38.0,Bomb Tower,12.0,,,,8,False,False,0.0,0.0
01125,Hog Rider,51.0,Musketeer,73.0,Giant Snowball,38.0,Bomb Tower,12.0,,,,8,False,False,0.0,0.0
01140,Hog Rider,51.0,Musketeer,73.0,Giant Snowball,38.0,Bomb Tower,12.0,,,,8,False,False,0.0,0.0
01155,Hog Rider,51.0,Musketeer,73.0,Giant Snowball,38.0,Bomb Tower,12.0,,,,8,False,False,0.0,0.0
01170,Hog Rider,51.0,Musketeer,73.0,Giant Snowball,38.0,Bomb Tower,12.0,,,,8,False,False,0.0,0.0
01185,Hog Rider,51.0,Musketeer,73.0,Giant Snowball,38.0,Bomb Tower,12.0,,,,9,False,False,0.0,0.0
01200,Hog Rider,51.0,Musketeer,73.0,Giant Snowball,38.0,Bomb Tower,12.0,,,,9,False,False,0.0,0.0
01215,Hog Rider,51.0,Musketeer,73.0,Giant Snowball,38.0,Bomb Tower,12.0,,,,9,False,False,0.0,0.0
01230,Hog Rider,51.0,Musketeer,73.0,Giant Snowball,38.0,Bomb Tower,12.0,,,,9,False,False,0.0,0.0
01245,Hog Rider,51.0,Musketeer,73.0,Skeletons,94.0,Bomb Tower,12.0,Giant Snowball,38.0,3.0,7,True,True,2.0,2.0
01260,Hog Rider,51.0,Musketeer,73.0,Skeletons,94.0,Bomb Tower,12.0,,,,7,False,False,0.0,0.0
01275,Hog Rider,51.0,Musketeer,73.0,Skeletons,94.0,Bomb Tower,12.0,,,,8,False,False,0.0,0.0
01290,Hog Rider,51.0,Musketeer,73.0,Skeletons,94.0,Bomb Tower,12.0,,,,8,False,False,0.0,0.0
01305,Hog Rider,51.0,Musketeer,73.0,Skeletons,94.0,Bomb Tower,12.0,,,,8,False,False,0.0,0.0
01320,Hog Rider,51.0,Musketeer,73.0,Skeletons,94.0,Bomb Tower,12.0,,,,8,False,False,0.0,0.0
01335,Hog Rider,51.0,Musketeer,73.0,Skeletons,94.0,Bomb Tower,12.0,,,,8,False,False,0.0,0.0
01350,Hog Rider,51.0,Musketeer,73.0,Skeletons,94.0,Bomb Tower,12.0,,,,8,False,False,0.0,0.0
01365,Hog Rider,51.0,Musketeer,73.0,Skeletons,94.0,Bomb Tower,12.0,,,,9,False,False,0.0,0.0
01380,Hog Rider,51.0,Musketeer,73.0,Skeletons,94.0,Bomb Tower,12.0,,,,9,False,False,0.0,0.0
01395,Hog Rider,51.0,Musketeer,73.0,Skeletons,94.0,Bomb Tower,12.0,,,,9,False,False,0.0,0.0
01410,Hog Rider,51.0,Musketeer,73.0,The Log,98.0,Bomb Tower,12.0,Skeletons,94.0,3.0,8,True,True,1.0,1.0
01425,Hog Rider,51.0,Musketeer,73.0,The Log,98.0,Bomb Tower,12.0,,,,8,False,False,0.0,0.0
01440,Hog Rider,51.0,Musketeer,73.0,The Log,98.0,Bomb Tower,12.0,,,,9,False,False,0.0,0.0
01455,Hog Rider,51.0,Musketeer,73.0,The Log,98.0,Bomb Tower,12.0,,,,9,False,False,0.0,0.0
