Electro Wizard,365
Hunter,343
Fireball,318
Cannon Cart,269
Heal Spirit,190
Royal Ghost,186
Barbarian Barrel,183
Fisherman,162
Golden Knight,110
Monk,17
Royal Giant,12
Goblin Gang,11
Barbarian Hut,4
Ram Rider,3
Goblin Giant,3
Mega Knight,2
Prince,2
Knight,2
Magic Archer,2
Executioner,1
Tornado,1
Flying Machine,1
Goblin Barrel,1
Skeleton King,1
Rocket,1
Royal Recruits,1
Bandit,1
