Tesla,642
Knight,549
The Log,484
Lumberjack,414
Fireball,396
Skeletons,368
Ice Golem,344
Barbarian Barrel,329
Magic Archer,317
Giant Snowball,294
Bandit,240
Inferno Dragon,238
Ram Rider,232
Archers,210
Ice Wizard,201
X,196
Tornado,194
Ice Spirit,183
Rocket,124
Witch,48
Mirror,30
Balloon,27
Electro Dragon,26
Bomb Tower,25
Executioner,8
Furnace,7
Goblin Drill,7
P.E.K.K.A,7
Mortar,5
Hog Rider,5
Royal Ghost,3
Elite Barbarians,3
Electro Spirit,2
Barbarians,2
Archer Queen,2
Golden Knight,2
Wizard,2
Elixir Golem,1
Fisherman,1
Skeleton Barrel,1
Guards,1
Night Witch,1
Firecracker,1
