Rocket,760
Tornado,641
The Log,466
Bomb Tower,463
Tesla,413
Knight,387
Ice Wizard,363
X,349
Goblins,349
Musketeer,318
Giant Snowball,303
Balloon,257
Barbarian Barrel,251
Skeletons,232
Ice Golem,208
Mirror,103
Miner,89
Witch,7
Electro Dragon,7
Elite Barbarians,6
Guards,5
Skeleton Barrel,3
Skeleton Army,3
Barbarian Hut,2
Royal Recruits,2
Earthquake,1
Bandit,1
Dark Prince,1
Dart Goblin,1
Mighty Miner,1
Electro Wizard,1
Mega Knight,1
Fisherman,1
Royal Hogs,1
Goblin Drill,1
Royal Ghost,1
Hog Rider,1
Arrows,1
