Fireball,804
Zap,431
Barbarians,419
The Log,406
Ice Wizard,400
Musketeer,348
Cannon Cart,315
Goblin Drill,304
Tesla,267
Dark Prince,220
Prince,184
Electro Wizard,184
Ice Golem,175
X,170
Mega Minion,169
Giant,152
Miner,149
Mirror,147
Ice Spirit,105
Skeletons,98
Balloon,38
P.E.K.K.A,16
Skeleton Dragons,8
Elite Barbarians,6
Rocket,5
Executioner,4
Guards,3
Lava Hound,3
Witch,3
Skeleton Barrel,3
Electro Dragon,3
Bandit,1
Wizard,1
Mighty Miner,1
Sparky,1
Earthquake,1
Hunter,1
Goblin Barrel,1
Golden Knight,1
Royal Hogs,1
