Fireball,967
Bomb Tower,915
Knight,792
The Log,499
Skeletons,484
X,393
Graveyard,374
Archers,321
Barbarian Barrel,301
Baby Dragon,279
Musketeer,273
Hog Rider,264
Poison,251
Tornado,230
Ice Wizard,225
Ice Spirit,200
Tesla,179
Heal Spirit,167
Witch,75
Mirror,26
Lava Hound,14
Miner,13
Inferno Dragon,11
Mini P.E.K.K.A,9
Executioner,9
Tombstone,9
Balloon,3
Elite Barbarians,3
Rocket,3
Earthquake,3
Mega Minion,3
Royal Recruits,2
P.E.K.K.A,2
Three Musketeers,2
Night Witch,1
Cannon Cart,1
Bats,1
Bandit,1
Dark Prince,1
Goblin Drill,1
Electro Spirit,1
Fisherman,1
Goblin Barrel,1
Goblins,1
Golden Knight,1
Sparky,1
Guards,1
Mighty Miner,1
Zap,1
