Fireball,766
Tesla,634
X,617
Ice Golem,407
The Log,383
Poison,380
Skeletons,366
Archers,361
Ice Spirit,317
Inferno Dragon,260
Zap,233
Hog Rider,205
Royal Ghost,170
Musketeer,152
Mega Knight,133
Bandit,100
Giant Snowball,83
Balloon,27
Mini P.E.K.K.A,26
Royal Delivery,20
Wizard,14
Fire Spirit,14
Goblin Drill,10
Goblin Hut,7
Miner,5
Lava Hound,5
Elite Barbarians,5
Mighty Miner,5
Firecracker,3
Rascals,3
Guards,3
Fisherman,2
Giant,2
Bomber,2
Barbarian Barrel,2
Skeleton Barrel,2
Inferno Tower,2
Mirror,2
Skeleton Dragons,2
Hunter,1
Wall Breakers,1
Tornado,1
Knight,1
Three Musketeers,1
Minion Horde,1
Earthquake,1
Mortar,1
P.E.K.K.A,1
Witch,1
