folder,f1_score,mse
tS-sEYqbwdY,0.7083333333333334,1.0328820116054158
DaNPvMYA8CQ,0.4427480916030534,4.202564102564103
pw_yrMk9y7g,0.759493670886076,0.44881889763779526
