folder,f1_score,mse
tS-sEYqbwdY,0.7916666666666667,0.8355899419729207
DaNPvMYA8CQ,0.47328244274809156,4.1461538461538465
pw_yrMk9y7g,0.951219512195122,0.19488188976377951
