folder,f1_score,mse
tS-sEYqbwdY,0.6166666666666667,2.1798839458413926
DaNPvMYA8CQ,0.47540983606557374,3.4641025641025642
pw_yrMk9y7g,0.7710843373493975,1.2559055118110236
