Fireball,990
Tesla,885
The Log,736
Ice Golem,658
Archers,493
Skeletons,484
X,478
Ice Spirit,363
Goblin Gang,76
Goblins,52
Balloon,18
Baby Dragon,13
Goblin Giant,12
Executioner,10
Tombstone,10
Furnace,8
Bandit,7
Goblin Cage,6
Lava Hound,6
Cannon,5
Dart Goblin,5
Goblin Drill,5
Rocket,4
Barbarian Hut,3
Elite Barbarians,3
Witch,3
Skeleton Dragons,2
Mortar,2
Guards,2
P.E.K.K.A,2
Night Witch,2
Zap,2
Goblin Barrel,1
Mirror,1
Rascals,1
Tornado,1
Princess,1
Earthquake,1
Barbarian Barrel,1
Inferno Tower,1
Skeleton Barrel,1
Miner,1
Arrows,1
