Fireball,425
Tesla,371
Tornado,354
Knight,353
Bomb Tower,341
The Log,322
X,319
Poison,312
Arrows,277
Electro Wizard,249
Hog Rider,240
Mini P.E.K.K.A,228
Baby Dragon,214
Giant Skeleton,186
Archers,175
Graveyard,165
Skeletons,160
Lumberjack,156
Ice Spirit,154
Ice Wizard,134
Barbarian Barrel,133
Minion Horde,127
Mirror,91
Balloon,47
Executioner,35
Electro Dragon,7
Witch,7
Goblin Drill,5
Elite Barbarians,5
Guards,4
Lava Hound,3
Earthquake,3
Royal Recruits,3
Mega Knight,3
Cannon Cart,1
Sparky,1
Barbarian Hut,1
P.E.K.K.A,1
Musketeer,1
Three Musketeers,1
Mighty Miner,1
Zap,1
