Arrows,474
Bomb Tower,412
Valkyrie,276
Skeletons,251
Magic Archer,243
Bats,187
Miner,151
Wall Breakers,138
X,2
Witch,2
Skeleton Army,2
Royal Recruits,2
Skeleton Barrel,1
Mega Knight,1
Goblin Barrel,1
Barbarian Hut,1
