frame,card1Name,card1Label,card2Name,card2Label,card3Name,card3Label,card4Name,card4Label,cardPlayedName,cardPlayedLabel,slotPlayed,elixir,predicted_cardPlayed,y_cardPlayed,y_elixirConsumed,predicted_elixirConsumed
00240,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Zap,107.0,,,,6,False,False,0.0,0.0
00255,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Zap,107.0,,,,6,False,False,0.0,0.0
00270,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Zap,107.0,,,,7,False,False,0.0,0.0
00285,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Zap,107.0,,,,7,False,False,0.0,0.0
00300,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Zap,107.0,,,,7,False,False,0.0,0.0
00315,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Zap,107.0,,,,7,False,False,0.0,0.0
00330,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Zap,107.0,,,,7,False,False,0.0,0.0
00345,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Zap,107.0,,,,7,False,False,0.0,0.0
00360,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Zap,107.0,,,,8,False,False,0.0,0.0
00375,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Zap,107.0,,,,8,False,False,0.0,0.0
00390,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Zap,107.0,,,,8,False,False,0.0,0.0
00405,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Zap,107.0,,,,8,False,False,0.0,0.0
00420,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Zap,107.0,,,,8,False,False,0.0,0.0
00435,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Zap,107.0,,,,8,False,False,0.0,0.0
00450,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Zap,107.0,,,,9,False,False,0.0,0.0
00465,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Zap,107.0,,,,9,False,False,0.0,0.0
00480,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Zap,107.0,,,,9,False,False,0.0,0.0
00495,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Zap,107.0,,,,9,False,False,0.0,0.0
00510,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Zap,107.0,,,,9,False,False,0.0,0.0
00525,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Zap,107.0,,,,10,False,False,0.0,0.0
00540,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Zap,107.0,,,,10,False,False,0.0,0.0
00555,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Zap,107.0,,,,10,False,False,0.0,0.0
00570,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Zap,107.0,,,,10,False,False,0.0,0.0
00585,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Mega Minion,64.0,Zap,107.0,4.0,8,True,True,2.0,2.0
00600,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Mega Minion,64.0,,,,8,False,False,0.0,0.0
00615,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Mega Minion,64.0,,,,8,False,False,0.0,0.0
00630,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Mega Minion,64.0,,,,8,False,False,0.0,0.0
00645,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Mega Minion,64.0,,,,8,False,False,0.0,0.0
00660,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Mega Minion,64.0,,,,9,False,False,0.0,0.0
00675,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Mega Minion,64.0,,,,9,False,False,0.0,0.0
00690,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Mega Minion,64.0,,,,9,False,False,0.0,0.0
00705,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Mega Minion,64.0,,,,9,False,False,0.0,0.0
00720,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Mega Minion,64.0,,,,9,False,False,0.0,0.0
00735,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Mega Minion,64.0,,,,10,False,False,0.0,0.0
00750,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Mega Minion,64.0,,,,10,False,False,0.0,0.0
00765,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Mega Minion,64.0,,,,10,False,False,0.0,0.0
00780,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Mega Minion,64.0,,,,10,False,False,0.0,0.0
00795,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Mega Minion,64.0,,,,10,False,False,0.0,0.0
00810,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Mega Minion,64.0,,,,10,False,False,0.0,0.0
00825,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Mega Minion,64.0,,,,10,False,False,0.0,0.0
00840,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Mini P.E.K.K.A,67.0,Mega Minion,64.0,4.0,7,True,True,3.0,3.0
00855,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Mini P.E.K.K.A,67.0,,,,7,False,False,0.0,0.0
00870,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Mini P.E.K.K.A,67.0,,,,7,False,False,0.0,0.0
00885,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Mini P.E.K.K.A,67.0,,,,7,False,False,0.0,0.0
00900,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Mini P.E.K.K.A,67.0,,,,7,False,False,0.0,0.0
00915,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Mini P.E.K.K.A,67.0,,,,8,False,False,0.0,0.0
00930,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Mini P.E.K.K.A,67.0,,,,8,False,False,0.0,0.0
00945,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Mini P.E.K.K.A,67.0,,,,8,False,False,0.0,0.0
00960,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Mini P.E.K.K.A,67.0,,,,8,False,False,0.0,0.0
00975,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Mini P.E.K.K.A,67.0,,,,8,False,False,0.0,0.0
00990,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Mini P.E.K.K.A,67.0,,,,8,False,False,0.0,0.0
01005,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Mini P.E.K.K.A,67.0,,,,9,False,False,0.0,0.0
01020,Dark Prince,18.0,Poison,78.0,Sparky,95.0,Mini P.E.K.K.A,67.0,,,,9,False,False,0.0,0.0
