frame,card1Name,card1Label,card2Name,card2Label,card3Name,card3Label,card4Name,card4Label,cardPlayedName,cardPlayedLabel,slotPlayed,elixir,predicted_cardPlayed,y_cardPlayed,y_elixirConsumed,0,predicted_elixirConsumed
00225,X,106.0,Tornado,101.0,Ice Wizard,55.0,Tesla,97.0,,,,6,False,False,,,
00240,X,106.0,Tornado,101.0,Ice Wizard,55.0,Tesla,97.0,,,,6,False,False,,,
00255,X,106.0,Tornado,101.0,Ice Wizard,55.0,Tesla,97.0,,,,6,False,False,,,
00270,X,106.0,Tornado,101.0,Ice Wizard,55.0,Tesla,97.0,,,,7,False,False,,,
00285,X,106.0,Tornado,101.0,Ice Wizard,55.0,Tesla,97.0,,,,7,False,False,,,
00300,X,106.0,Tornado,101.0,Ice Wizard,55.0,Tesla,97.0,,,,7,False,False,,,
00315,X,106.0,Tornado,101.0,Ice Wizard,55.0,Tesla,97.0,,,,7,False,False,,,
00330,X,106.0,Tornado,101.0,Ice Wizard,55.0,Tesla,97.0,,,,7,False,False,,,
00345,X,106.0,Tornado,101.0,Ice Wizard,55.0,Tesla,97.0,,,,7,False,False,,,
00360,X,106.0,Tornado,101.0,Ice Wizard,55.0,Tesla,97.0,,,,8,False,False,,,
00375,X,106.0,Tornado,101.0,Ice Wizard,55.0,Tesla,97.0,,,,8,False,False,,,
00390,X,106.0,Tornado,101.0,Ice Wizard,55.0,Tesla,97.0,,,,8,False,False,,,
00405,X,106.0,Tornado,101.0,Ice Wizard,55.0,Tesla,97.0,,,,8,False,False,,,
00420,X,106.0,Tornado,101.0,Ice Wizard,55.0,Tesla,97.0,,,,8,False,False,,,
00435,X,106.0,Tornado,101.0,Ice Wizard,55.0,Tesla,97.0,,,,9,False,False,,,
00450,X,106.0,Tornado,101.0,Ice Wizard,55.0,Tesla,97.0,,,,9,False,False,,,
00465,X,106.0,Tornado,101.0,Ice Wizard,55.0,Tesla,97.0,,,,9,False,False,,,
00480,X,106.0,Tornado,101.0,Ice Wizard,55.0,Tesla,97.0,,,,9,False,False,,,
00495,X,106.0,Tornado,101.0,Ice Wizard,55.0,Tesla,97.0,,,,9,False,False,,,
00510,X,106.0,Tornado,101.0,Ice Wizard,55.0,Tesla,97.0,,,,9,False,False,,,
00525,X,106.0,Tornado,101.0,Ice Wizard,55.0,Tesla,97.0,,,,10,False,False,,,
00540,X,106.0,Tornado,101.0,Ice Wizard,55.0,Tesla,97.0,,,,10,False,False,,,
00555,X,106.0,Tornado,101.0,Knight,58.0,Tesla,97.0,Ice Wizard,55.0,3.0,7,True,True,,Ice Wizard,3.0
00570,X,106.0,Tornado,101.0,Knight,58.0,Tesla,97.0,,,,7,False,False,,,
00585,X,106.0,Tornado,101.0,Knight,58.0,Tesla,97.0,,,,7,False,False,,,
00600,X,106.0,Tornado,101.0,Knight,58.0,Tesla,97.0,,,,7,False,False,,,
00615,X,106.0,Tornado,101.0,Knight,58.0,Tesla,97.0,,,,7,False,False,,,
00630,X,106.0,Tornado,101.0,Knight,58.0,Tesla,97.0,,,,7,False,False,,,
00645,X,106.0,Tornado,101.0,Knight,58.0,Tesla,97.0,,,,8,False,False,,,
00660,X,106.0,Tornado,101.0,Knight,58.0,Tesla,97.0,,,,8,False,False,,,
00675,Skeletons,94.0,Tornado,101.0,Knight,58.0,Tesla,97.0,X,106.0,1.0,2,True,True,,X,6.0
00690,Skeletons,94.0,Tornado,101.0,Knight,58.0,Tesla,97.0,,,,2,False,False,,,
00705,Skeletons,94.0,Tornado,101.0,Knight,58.0,Tesla,97.0,,,,2,False,False,,,
00720,Skeletons,94.0,Tornado,101.0,Knight,58.0,Tesla,97.0,,,,3,False,False,,,
00735,Skeletons,94.0,Tornado,101.0,Knight,58.0,Tesla,97.0,,,,3,False,False,,,
