folder,f1_score,mse
tS-sEYqbwdY,0.7083333333333334,1.0638297872340425
DaNPvMYA8CQ,0.4427480916030534,4.202564102564103
pw_yrMk9y7g,0.7804878048780488,0.3956692913385827
