X,623
Tesla,595
The Log,560
Rocket,548
Archers,519
Fireball,380
Knight,376
Skeletons,368
Arrows,251
Bats,222
Fire Spirit,202
Skeleton Army,193
Lava Hound,187
Zap,182
Balloon,155
Miner,153
Ice Spirit,147
Inferno Dragon,97
Giant Snowball,25
Mini P.E.K.K.A,24
Wizard,13
Goblin Hut,10
Royal Delivery,9
Fisherman,7
Goblin Drill,5
Guards,4
Mighty Miner,4
Skeleton Barrel,4
Skeleton Dragons,4
Giant,3
Bandit,3
Wall Breakers,2
Mortar,2
Barbarians,2
Elite Barbarians,2
Firecracker,2
Earthquake,1
Cannon,1
Electro Giant,1
Elixir Collector,1
Tornado,1
Ice Golem,1
Mirror,1
