Fireball,425
Cannon,421
Musketeer,328
Ice Golem,253
The Log,239
Hog Rider,239
Skeletons,212
Ice Spirit,203
Cannon Cart,11
Rocket,11
Goblin Drill,5
Lava Hound,4
Bandit,3
Mega Knight,2
Giant Skeleton,2
Royal Ghost,2
Magic Archer,1
Mortar,1
Night Witch,1
Executioner,1
Skeleton Barrel,1
Battle Ram,1
Barbarian Barrel,1
Zap,1
