folder,f1_score,mse
tS-sEYqbwdY,0.6166666666666667,1.2359767891682785
DaNPvMYA8CQ,0.47540983606557374,3.787179487179487
pw_yrMk9y7g,0.7710843373493975,0.44881889763779526
