The Log,684
Electro Wizard,513
Tornado,485
Rocket,419
Mega Knight,368
Royal Hogs,303
Tesla,300
Ice Wizard,298
Giant,281
X,264
Magic Archer,257
Witch,247
Knight,247
Skeletons,216
Heal Spirit,189
Goblin Cage,183
Fisherman,125
Bandit,101
Miner,100
Mirror,77
Balloon,59
Fireball,56
Night Witch,33
Executioner,33
Electro Dragon,17
Goblin Gang,11
Goblin Drill,5
Archer Queen,5
Lava Hound,5
Mini P.E.K.K.A,5
Inferno Dragon,4
Elite Barbarians,4
Mortar,4
Skeleton Dragons,2
Barbarian Barrel,2
Barbarians,2
Earthquake,2
Skeleton Barrel,2
Guards,2
Golem,1
Royal Recruits,1
Ram Rider,1
P.E.K.K.A,1
Dark Prince,1
Hunter,1
Goblin Hut,1
Golden Knight,1
Tombstone,1
Rascals,1
