Fireball,843
Skeletons,521
Tesla,343
Archers,329
The Log,305
X,296
Knight,272
Baby Dragon,267
Rocket,256
Witch,221
Golem,203
Hunter,178
Dark Prince,172
Cannon Cart,159
Ice Spirit,157
Tornado,153
Ice Wizard,142
Fisherman,127
Barbarian Barrel,114
Bats,113
Heal Spirit,47
Giant Snowball,36
Balloon,29
Golden Knight,25
Night Witch,21
Goblin Hut,15
Wizard,13
Goblin Drill,12
Mini P.E.K.K.A,10
Royal Delivery,10
Guards,6
Mortar,5
Elite Barbarians,4
Skeleton Barrel,4
Mighty Miner,4
Electro Dragon,3
Earthquake,3
Giant,3
Zap,3
Mirror,3
Prince,3
Mega Knight,3
Lava Hound,3
Lumberjack,2
Royal Hogs,2
Bandit,2
Giant Skeleton,2
Magic Archer,1
Fire Spirit,1
Goblin Gang,1
Cannon,1
Bomber,1
P.E.K.K.A,1
Barbarian Hut,1
Inferno Dragon,1
Firecracker,1
Goblin Giant,1
Skeleton Dragons,1
Hog Rider,1
