Rage,326
Sparky,321
Zap,312
Musketeer,244
Dark Prince,238
Goblin Giant,206
Mini P.E.K.K.A,166
Goblin Drill,165
Bats,19
Battle Ram,6
Electro Dragon,5
Graveyard,3
Skeletons,2
Mega Minion,2
Golem,1
