Tesla,786
Fireball,643
Archers,520
X,445
The Log,413
Inferno Dragon,402
Prince,392
Knight,390
Valkyrie,312
Arrows,300
Zap,279
Mega Knight,267
Skeletons,261
Bats,250
Miner,216
Ice Spirit,199
Mirror,61
Hog Rider,42
Witch,41
Balloon,34
Wizard,10
Executioner,9
Elite Barbarians,6
Goblin Drill,4
Giant Snowball,4
Lava Hound,4
Dark Prince,3
P.E.K.K.A,3
Electro Dragon,2
Cannon,2
Archer Queen,2
Furnace,2
Mortar,1
Electro Wizard,1
Goblins,1
Earthquake,1
Goblin Gang,1
Skeleton Barrel,1
Bomb Tower,1
Tornado,1
Barbarians,1
Rocket,1
Ice Golem,1
Goblin Barrel,1
