Fireball,849
The Log,533
Tornado,488
Wizard,325
Knight,308
X,273
Tesla,257
Skeleton Army,245
Hog Rider,234
Barbarians,223
Skeleton Dragons,221
Archers,220
Zap,199
Balloon,195
Giant Skeleton,190
Inferno Dragon,182
Skeletons,168
Miner,166
Lava Hound,151
Ice Spirit,147
Arrows,126
Ice Golem,104
Royal Delivery,39
Mini P.E.K.K.A,34
Giant,32
Giant Snowball,20
Wall Breakers,7
Goblin Drill,6
Elite Barbarians,5
Fisherman,5
Guards,3
Cannon Cart,2
Witch,2
Rocket,2
Skeleton Barrel,2
Firecracker,2
Mighty Miner,2
Rascals,2
Bandit,1
Earthquake,1
Royal Hogs,1
Goblin Gang,1
Golden Knight,1
Three Musketeers,1
Hunter,1
Mirror,1
Goblins,1
