folder,f1_score,mse
tS-sEYqbwdY,0.7708333333333333,0.8704061895551257
DaNPvMYA8CQ,0.47328244274809156,4.1461538461538465
pw_yrMk9y7g,0.878048780487805,0.26968503937007876
