Tornado,629
Fireball,416
X,399
Rocket,387
Valkyrie,356
Bomb Tower,349
Archers,345
Ice Wizard,325
The Log,306
Tesla,305
Miner,293
Graveyard,272
Knight,262
Freeze,242
Ice Spirit,237
Goblins,222
Baby Dragon,216
Bowler,182
Skeletons,162
Wall Breakers,144
Inferno Dragon,138
Mirror,82
Witch,74
Executioner,27
Balloon,4
Earthquake,3
Golden Knight,3
Goblin Drill,3
Bandit,2
Hunter,2
Golem,2
Guards,2
Royal Recruits,2
Sparky,1
Skeleton Barrel,1
Royal Hogs,1
Barbarian Hut,1
Barbarians,1
Rascals,1
P.E.K.K.A,1
Lumberjack,1
Electro Dragon,1
Electro Wizard,1
Lava Hound,1
Wizard,1
Hog Rider,1
Furnace,1
Archer Queen,1
