Fireball,434
X,421
Poison,399
Graveyard,387
Zap,349
Archers,312
Tesla,303
Arrows,283
Ice Golem,277
Magic Archer,253
Ice Spirit,251
Giant Snowball,241
Bats,232
Electro Wizard,230
The Log,206
P.E.K.K.A,200
Battle Ram,193
Giant,187
Bandit,180
Musketeer,176
Royal Ghost,156
Skeleton Army,126
Skeletons,121
Mini P.E.K.K.A,108
Mirror,103
Balloon,44
Executioner,8
Three Musketeers,7
Elite Barbarians,6
Witch,5
Goblin Drill,4
Guards,3
Giant Skeleton,3
Tornado,3
Mega Knight,3
Electro Dragon,2
Mighty Miner,2
Elixir Golem,1
Goblin Barrel,1
Lava Hound,1
Mega Minion,1
Prince,1
Ice Wizard,1
