folder,f1_score,mse
tS-sEYqbwdY,0.7708333333333333,1.0638297872340425
DaNPvMYA8CQ,0.47328244274809156,4.202564102564103
pw_yrMk9y7g,0.878048780487805,0.3956692913385827
