Musketeer,447
Ice Golem,418
Fireball,332
Tesla,304
Giant Snowball,284
Electro Dragon,276
Skeletons,256
The Log,246
Elixir Golem,237
Barbarian Barrel,229
Balloon,228
Ice Spirit,221
X,216
Rage,216
Battle Healer,212
Bomb Tower,194
Tornado,157
Bats,152
Witch,144
Miner,132
Mirror,122
Heal Spirit,99
Baby Dragon,64
Night Witch,27
Goblin Drill,17
Bandit,4
Elite Barbarians,3
Guards,3
Mini P.E.K.K.A,2
Mighty Miner,2
Skeleton Barrel,2
Royal Recruits,1
Three Musketeers,1
Skeleton Dragons,1
Mega Minion,1
Royal Giant,1
Rocket,1
Rascals,1
Minion Horde,1
Hog Rider,1
Zap,1
