Fireball,656
Mortar,593
The Log,593
Earthquake,560
Skeletons,527
Tesla,457
Firecracker,450
Tornado,388
Knight,345
X,309
Spear Goblins,257
Ice Spirit,222
Ice Golem,217
Archers,193
Goblin Gang,173
Barbarian Barrel,149
Skeleton Barrel,139
Furnace,86
Witch,64
Mirror,45
Executioner,36
Guards,11
Balloon,8
Electro Wizard,8
Goblins,5
Cannon,5
Skeleton Dragons,5
Elite Barbarians,4
Goblin Drill,4
Golden Knight,3
Mini P.E.K.K.A,3
Golem,2
Bandit,2
Princess,2
Hog Rider,2
Hunter,1
Royal Hogs,1
Royal Ghost,1
Magic Archer,1
Mighty Miner,1
Wall Breakers,1
Minion Horde,1
Bats,1
Barbarians,1
Rocket,1
Graveyard,1
Night Witch,1
P.E.K.K.A,1
