Fireball,1103
Electro Wizard,1020
Hunter,431
Cannon Cart,379
Battle Healer,350
Tesla,280
Knight,271
Arrows,265
Barbarian Barrel,265
X,258
The Log,247
Baby Dragon,245
Ram Rider,245
Archers,209
Magic Archer,195
Bandit,150
Witch,138
Fisherman,137
Skeletons,132
Heal Spirit,128
Ice Spirit,117
Golden Knight,88
Balloon,29
Executioner,25
Three Musketeers,25
Rocket,15
Goblin Drill,12
Mega Knight,7
Elite Barbarians,4
Electro Spirit,4
Miner,4
Mini P.E.K.K.A,4
Mirror,3
Electro Dragon,3
Giant Snowball,3
Barbarian Hut,2
Zap,2
Earthquake,2
Prince,2
Skeleton Barrel,2
Battle Ram,1
Bats,1
Barbarians,1
Elixir Collector,1
Guards,1
Valkyrie,1
Goblin Gang,1
