Fireball,460
Tesla,452
The Log,354
X,317
Archers,268
Skeletons,218
Ice Spirit,179
Knight,167
Goblin Drill,7
Rocket,3
Goblin Barrel,3
Inferno Tower,2
Skeleton Barrel,1
Mortar,1
Miner,1
Skeleton Dragons,1
Hog Rider,1
Bandit,1
