folder,f1_score,mse
tS-sEYqbwdY,0.6166666666666667,1.1663442940038684
DaNPvMYA8CQ,0.47540983606557374,4.125641025641026
pw_yrMk9y7g,0.7710843373493975,0.5590551181102362
