folder,f1_score,mse,deckPercent
mQuWl9pDIr0,0.9172932330827067,0.07730263157894737,0.9938322368421053
THcdXuQLNLg,0.9259259259259259,0.05413105413105413,0.9978632478632479
6hP6hOVtcSg,0.37606837606837606,0.4918772563176895,0.5992779783393501
IcW0afXr4Hc,0.909090909090909,0.08611111111111111,0.9916666666666667
WJFGwqy30Fg,0.9142857142857143,0.23013245033112584,0.9838576158940397
sWac2r1Jd2M,0.5151515151515151,0.45171588188347966,0.5101755786113328
TMnWqKvCBKY,0.9841269841269841,0.0650994575045208,0.9981916817359855
M1feltxdn50,0.9007633587786259,0.10231023102310231,0.9958745874587459
IDsd-wtDIsY,0.9454545454545454,0.14245014245014245,0.9985754985754985
tBP_nyyKlIM,0.9494949494949495,0.15594541910331383,0.9990253411306043
RtG8wFMhNpE,0.9795918367346939,0.06925675675675676,0.9881756756756757
LT6ERRI-MlI,0.9411764705882353,0.125,1.0
b5Uv_Hzf8vc,0.923076923076923,0.13509060955518945,0.9942339373970346
Zd_dWVW4RCo,0.9894736842105264,0.051470588235294115,0.9986200551977921
c_BVoiG024w,0.909090909090909,0.13122923588039867,0.992109634551495
uvKgTP0IyCU,0.92,0.10795454545454546,1.0
FBT8v1RPvIE,0.9818181818181818,0.14320987654320988,0.9932098765432099
5AeSMPuHJaU,0.91156462585034,0.14285714285714285,0.9782430213464697
osIDOOyJqOs,0.9117647058823528,0.13010204081632654,0.9502551020408163
cdqep52kKHQ,0.9705882352941176,0.1322314049586777,0.9951790633608816
ctgWf59KGz0,0.946236559139785,0.16390423572744015,0.9953959484346224
QVEW4VQaDm0,0.9411764705882353,0.09135802469135802,0.9975308641975309
InO6wnoI7zs,0.9622641509433962,0.030685920577617327,0.9990974729241877
MerdhX-4_Wk,0.85,0.4045584045584046,0.927246790299572
Sb1DAiMK_28,0.9444444444444445,0.046632124352331605,0.9993523316062176
Z0_49-oZUpo,0.9166666666666666,0.12853470437017994,0.9980694980694981
3PqIvVjMPe8,0.8,0.6648936170212766,0.9308510638297872
jUa-z1FpeVE,0.9032258064516129,0.1903409090909091,0.9943181818181818
WtghkUkHs5g,0.851063829787234,0.31868131868131866,0.9258241758241759
AW9Qh9ZVsoQ,0.9343065693430657,0.14473684210526316,0.9958881578947368
kOAv1f4pYtY,1.0,0.011428571428571429,0.9835714285714285
UR9fNc1OTHI,0.8947368421052632,0.10185185185185185,0.9976851851851852
vxvWz1WAR3o,0.6387434554973822,0.39,0.6403333333333333
TM5oa5zgCKM,0.8936170212765957,0.31339031339031337,0.9558404558404558
a-4MjAmYY4I,0.8970588235294117,0.11551155115511551,0.9987623762376238
leRTappy2NE,0.972972972972973,0.11666666666666667,0.9967592592592592
DnRIP4sqA5I,1.0,0.019963702359346643,0.9800362976406534
026UKmC6swo,1.0,0.00398406374501992,0.999003984063745
ozFI9DfBvbY,0.959349593495935,0.10049423393739704,0.9905271828665568
CA_0U2LMsbI,0.9024390243902439,0.21241050119331742,0.9952267303102625
xC71xk5Z-rc,0.9333333333333333,0.21087314662273476,0.9954695222405272
vLvUus4suj0,1.0,0.022727272727272728,0.9907604832977968
5jpoQHxjBRY,0.9219858156028369,0.06578947368421052,0.9995888157894737
JM-peKfX00Y,0.9382716049382716,0.05128205128205128,0.9947552447552448
qew4Rv_rBTs,0.9599999999999999,0.15046296296296297,0.9959490740740741
XUuCNSugslI,0.6164383561643836,0.5032870708546384,0.6618560467665326
dvc6XRDsLNs,0.967741935483871,0.13543599257884972,0.9944341372912802
dI-a0EcQp5E,0.9833333333333333,0.07835820895522388,0.992070895522388
54D830Q_yiY,0.9459459459459459,0.09387755102040816,0.9964249233912156
OXD0KdA2M50,0.7878787878787878,0.5,0.9634615384615385
Sg5Duejyebg,0.9583333333333334,0.0584958217270195,0.9993036211699164
8CmFKBrkTsk,0.9375,0.10961214165261383,0.9953625632377741
hd01wi1ySzo,0.9090909090909091,0.1875,1.0
hBO0b7iY3Uo,0.8201892744479494,0.6468424279583078,0.9599938687921521
habhx6OnpKs,0.9690721649484536,0.07719928186714542,0.9914721723518851
LdG9v-1-uD0,0.8095238095238095,0.3830409356725146,0.9414348462664714
buq3P8d0wDM,0.9361702127659574,0.1037463976945245,0.9935158501440923
dLPDUxzV9JU,0.9367088607594938,0.15904572564612326,0.9005964214711729
2jCVEt8O4C8,0.8951048951048951,0.2682119205298013,0.9846854304635762
T_jY5HPqYno,0.8955223880597014,0.07122507122507123,0.9957264957264957
KOhogKDZTU0,0.923076923076923,0.2431865828092243,0.9973794549266247
37F6CJGMjAo,0.8939393939393939,0.08389261744966443,0.9941275167785235
qi_-QX1dXHY,0.9090909090909091,0.19669421487603306,0.9946280991735538
jRzqzohds-c,0.9555555555555556,0.1416803953871499,0.9938220757825371
Ho_RH85PjGM,0.8615384615384616,0.3338815789473684,0.9498355263157895
RBJjcpnoW4c,0.9402985074626866,0.13179571663920922,0.9925864909390445
-sEYBlbJhCw,0.9846153846153847,0.022916666666666665,0.99375
ek-ewh6T9yI,0.9176470588235294,0.242914979757085,0.9984817813765182
o5w3otvO_v8,0.975609756097561,0.023923444976076555,0.9946172248803827
4qD8-SP2J3M,0.9846153846153847,0.09151785714285714,0.9994419642857143
-IKfMPtPXL4,0.9142857142857143,0.0582010582010582,0.9986772486772487
PHLKMpVA10A,0.9107142857142856,0.28,0.9965217391304347
ctX8Y6yt08w,0.9833333333333333,0.04118616144975288,0.9958813838550247
pMnW2SS2nE4,0.9514563106796116,0.05454545454545454,0.9971074380165289
fhM4gM5Z4yY,0.9350649350649352,0.04009433962264151,0.9952830188679245
iDlDlI9I5XM,0.9661016949152543,0.04926108374384237,0.9975369458128078
BtYwWKxjUas,1.0,0.022284122562674095,0.9986072423398329
yo4aM_b_RbU,0.3913043478260869,0.7571059431524548,0.5114125753660638
ewpbx5eQf3o,0.8666666666666666,0.21606648199445982,0.945983379501385
ChaSuvTiX20,0.9870129870129869,0.030303030303030304,0.9936868686868687
XHCk7O_vbWw,0.742857142857143,0.5994318181818182,0.9566761363636364
L_qao6AhRrU,0.9137931034482758,0.06414473684210527,0.9950657894736842
d3IiM_BTMp4,0.6336633663366337,0.6570644718792867,0.6989026063100137
EWLLwz1cgco,0.983050847457627,0.03361344537815126,0.8970588235294118
fD8xB9BHx0Q,0.835820895522388,0.2930591259640103,0.9749357326478149
uneCtSqnt2o,0.8837209302325582,0.26246719160104987,0.9993438320209974
A6ZtfVF8wfs,0.573170731707317,0.6407914764079148,0.4876331811263318
IkPpnaVwBTE,0.9494949494949494,0.07086614173228346,0.9970472440944882
kxnIa7nxU3c,0.9803921568627451,0.02564102564102564,0.9950142450142451
2j2Stcgor2A,0.8888888888888888,0.4972170686456401,1.0
nqL7qFxcnNM,0.9397590361445783,0.13627254509018036,0.9974949899799599
3mk6Z3k1dWg,0.9444444444444444,0.06511627906976744,0.9988372093023256
OjHXgnvEFmQ,0.9642857142857143,0.03255813953488372,0.9319767441860465
q0NjPPqlSMQ,0.875,0.42450142450142453,0.9978632478632479
vWqc4wdph_A,0.8000000000000002,0.03139013452914798,0.9338565022421524
1rgOfHhcCgk,0.9345794392523364,0.09854014598540146,0.9958904109589041
IH6G5eSX6Gw,0.9600000000000001,0.09166666666666666,0.9979166666666667
iC9Eiryb-PI,0.9306930693069307,0.08317214700193423,0.9946808510638298
ymKnZTikfaU,0.9504950495049505,0.17657992565055763,0.9990706319702602
TtnUrmNwBIo,0.9523809523809523,0.09686609686609686,0.9985754985754985
3iy-0T9oGiY,0.9705882352941176,0.023872679045092837,0.9940318302387268
n3-_wjNwyNA,0.9206349206349206,0.042606516290726815,0.9949874686716792
at1QLbYRWvA,0.923076923076923,0.08207343412526998,0.9967602591792657
Hr81tpKWlrM,0.8823529411764706,0.15571776155717762,0.9793187347931873
WBEhKi4nhV4,0.975,0.08817635270541083,0.996993987975952
XDiCMIfyYPk,0.9743589743589743,0.0423728813559322,0.9984110169491526
VP0REjYMJjY,0.9538461538461539,0.0387409200968523,0.9993946731234867
ibgwPfEKu7c,0.9393939393939394,0.1841541755888651,0.9989293361884368
Iv4MVlmBjzE,0.8688524590163934,0.12975778546712802,0.9593425605536332
Onitjb93QZo,0.9333333333333333,0.2403846153846154,1.0
qNROArdpfLU,0.864406779661017,0.22664359861591696,0.9948096885813149
sNNSSW-rn6c,0.9295774647887323,0.10344827586206896,0.9979474548440066
XuR8mRgelrc,0.8632478632478633,0.2894947874899759,0.9458700882117081
gYuOIo0t9PI,0.9411764705882352,0.051070840197693576,0.9979406919275123
UY5YHMQGowc,0.963855421686747,0.07407407407407407,0.9994212962962963
RTMNrElV2Qk,0.9393939393939394,0.08092485549132948,0.9147398843930635
YgHyaiAz1NE,0.9113924050632912,0.12596401028277635,0.968508997429306
l0ip2PcK9cg,0.9230769230769231,0.08829568788501027,0.9974332648870636
lMSmPpLzfBo,0.9565217391304348,0.06835443037974684,0.9993670886075949
cUeuydB-RLo,0.7466666666666667,0.5031847133757962,0.9426751592356688
rsVQbi0l094,0.8333333333333333,0.4473007712082262,0.9768637532133676
M0NWtintHbM,0.9291338582677166,0.24917491749174916,0.9958745874587459
57ljf92Q66o,0.9,0.15702479338842976,0.9900826446280991
vfyjD44zBws,0.8888888888888888,0.15384615384615385,0.9978632478632479
MWcuY8-SvzI,0.8979591836734695,0.24728260869565216,0.9965986394557823
Y-OO5-TuTyQ,0.923076923076923,0.08388157894736842,0.9958881578947368
Ie7Rrc0ab1c,0.975,0.09375,0.9965277777777778
O6K4ngecEUc,0.9557522123893805,0.09208400646203554,0.9168012924071083
PEWQfwOtvBE,0.9411764705882354,0.09523809523809523,0.9913793103448276
4EaE_qZhSWw,0.8627450980392156,0.48011363636363635,0.9992897727272727
Yk5m4YZ9mas,0.7586206896551725,0.32533733133433285,0.7260119940029985
3iTPlEToNPo,0.9056603773584905,0.12449799196787148,0.9959839357429718
H1cbLu9Y1QU,0.9504950495049505,0.1291390728476821,0.9942052980132451
O5smytxALwM,0.958904109589041,0.11557788944723618,0.9930904522613065
NwIKKZrUq5I,0.9010989010989012,0.15708812260536398,0.9995210727969349
lZGXLaHQrbM,0.9743589743589743,0.1517412935323383,0.9937810945273632
1n_c6QUmkD8,0.9572649572649572,0.03913894324853229,0.9980430528375733
9vnR3aLRbd0,1.0,0.00684931506849315,0.9991438356164384
G_fT6JTMbkE,0.9690721649484536,0.03684210526315789,0.9956140350877193
meFIe6HX6YQ,0.9411764705882353,0.026385224274406333,0.996042216358839
jvMgKAinUjU,0.9555555555555556,0.10131332082551595,0.9878048780487805
EHkxHMnGtmk,0.9811320754716981,0.019886363636363636,0.9985795454545454
y4YyQWlAfjc,0.975,0.024774774774774775,0.9949324324324325
e_UUcUabS8I,1.0,0.014204545454545454,0.9985795454545454
7VZFc6tGZB4,0.851063829787234,0.19318181818181818,0.972972972972973
wEU5EWfqBaw,0.9148936170212766,0.12446351931330472,0.9946351931330472
vKfSGY5WxHQ,0.8620689655172413,0.3534798534798535,0.9986263736263736
3i6AgtG3nEA,0.8674698795180723,0.22043010752688172,0.8351254480286738
llnD4rz6tz0,0.9908256880733944,0.04950495049504951,0.9971122112211221
Nd8GAp4M0Cc,0.9199999999999999,0.10227272727272728,0.9992897727272727
uYk2Oyfrn8I,0.9719626168224299,0.07894736842105263,0.983141447368421
u_bigvi8lgQ,1.0,0.03717472118959108,0.9995353159851301
JiINCr7B2gE,0.9743589743589743,0.03406813627254509,0.9939879759519038
IGGB7tMyw3k,0.9655172413793104,0.03636363636363636,0.9979338842975206
r6z6hVZyQss,0.921985815602837,0.054635761589403975,0.9867549668874173
7pDDJYPz98A,0.9056603773584906,0.11079545454545454,0.9985795454545454
0R6CVpnxVnc,1.0,0.029605263157894735,0.9962993421052632
bJ7A_nfg0F8,0.98989898989899,0.156140350877193,0.9956140350877193
mKtBai4-GMQ,0.9105691056910569,0.2894736842105263,0.9930098684210527
4SMVM-xuwQM,0.9343065693430657,0.044407894736842105,0.9950657894736842
Buhfbt_Qh6k,1.0,0.008310249307479225,0.9979224376731302
xsyKXIm-irQ,0.9047619047619048,0.27439024390243905,0.9888211382113821
tz59HTT74D0,0.9130434782608695,0.2864450127877238,1.0
C0Hm1-91Eto,0.9354838709677419,0.26327433628318586,0.9817477876106194
BHkhMyauGck,0.9361702127659574,0.2215909090909091,0.9985795454545454
0fAZ5Gnfh6c,0.945054945054945,0.07060755336617405,0.9942528735632183
u6RBVtV1kWc,0.9285714285714285,0.11056105610561057,0.9929867986798679
SmE4zBY1aYw,0.9655172413793104,0.13725490196078433,0.9985994397759104
7H2zM8sVmE0,0.9508196721311476,0.12087912087912088,0.9954212454212454
sI4SP-36ALY,0.8965517241379309,0.24598930481283424,0.9933155080213903
Nm0H7zumkqY,0.9268292682926829,0.042692939244663386,0.9893267651888341
qZ5BBLzfDMg,0.9857142857142858,0.05619834710743802,0.9946280991735538
8T5NHQy1zkQ,0.9400000000000001,0.13050847457627118,0.9953389830508474
BCe5Oq4epQ0,0.9846153846153847,0.05337078651685393,0.9922752808988764
T2juN2cTSc0,0.9534883720930233,0.10371819960861056,0.9980430528375733
Jut4YQjp6WE,1.0,0.007272727272727273,1.0
bFagqtLSieU,0.9615384615384615,0.1111111111111111,0.9958847736625515
pTmyR7zw7VE,0.896551724137931,0.29494949494949496,0.9630940343781598
4Ins1Yi3IYo,0.6666666666666666,0.5265486725663717,0.9701327433628318
fSNUJ2lPJVY,0.9176470588235294,0.40481927710843374,0.9837349397590361
a1HqF13WUS0,0.954954954954955,0.09330985915492958,0.9947183098591549
SGnCjix6QIY,0.9285714285714285,0.2547332185886403,0.9948364888123924
gi9P55-v974,0.930232558139535,0.056105610561056105,0.9979372937293729
5JfS-pArXGw,0.9574468085106383,0.043668122270742356,0.980349344978166
nLd3fqBM6dg,0.9253731343283582,0.06375838926174497,0.9215604026845637
MXvlvXiL81U,0.9830508474576272,0.18914473684210525,0.9864309210526315
FQD-lX6SL7Y,0.9152542372881356,0.04132231404958678,0.9972451790633609
1bOb804xnn8,0.951219512195122,0.046511627906976744,0.9935400516795866
8IGVJhp_Vbg,0.9777777777777777,0.04339250493096647,0.992603550295858
pWTJikP7j9E,0.9090909090909092,0.3344316309719934,0.999176276771005
xnU_jJA_bjs,0.9333333333333332,0.08831908831908832,0.9957264957264957
mzFXb6R-NEw,0.9411764705882352,0.03770491803278689,0.9995901639344262
28yU4oN3kP0,0.9215686274509804,0.2448559670781893,0.9917695473251029
L96ypqLaysE,0.8400000000000001,0.23163841807909605,0.9731638418079096
duX_nOJRB8k,0.6055045871559632,0.3974484789008832,0.6383709519136408
QyaJzxAfwrs,0.9195402298850575,0.3346456692913386,0.9975393700787402
tUmsIJuHGDo,0.5112107623318385,0.6875693673695893,0.568534961154273
FviB1QQbLmk,0.8536585365853658,0.5173116089613035,0.9974541751527495
hR23hVbRNys,1.0,0.0037174721189591076,0.9972118959107806
pXsAV72sDlM,0.8923076923076922,0.1145374449339207,0.9977973568281938
GrFqAbYIQiQ,0.9655172413793103,0.13682432432432431,0.9987331081081081
XKjTIUMC9hg,0.8867924528301887,0.25164473684210525,0.9580592105263158
mxBNAIqGwP4,0.9642857142857143,0.04111842105263158,0.984375
ys-fSLxyLC0,0.9919999999999999,0.07947019867549669,0.9966887417218543
4MEAbaU0J0c,0.888888888888889,0.145933014354067,0.8935406698564593
zLEg_RIGF1c,1.0,0.029508196721311476,0.9954918032786885
Wh2c2l48WVU,0.968421052631579,0.07755775577557755,0.9942244224422442
sgx53GT3xP8,0.9487179487179487,0.059574468085106386,0.9920127795527156
DcEdy3bcbCI,0.9508196721311475,0.13559322033898305,0.9962335216572504
hHGADrNPuT4,0.9589041095890412,0.08744394618834081,0.9988789237668162
uifXtVeigoM,0.9767441860465116,0.17434210526315788,0.9975328947368421
soym6-J1VN4,0.9504950495049505,0.12479474548440066,0.9967159277504105
bnZDZgtAaKA,0.9574468085106383,0.15932203389830507,0.9953350296861747
K5n0q75xig8,0.96,0.2755102040816326,0.9984693877551021
foTGp-kIIrE,0.883248730964467,0.2716499544211486,0.9496353691886964
s4A_4QukCsw,0.9425287356321839,0.07539682539682539,0.9975198412698413
y52LpgTeUFo,0.9,0.21052631578947367,0.9981203007518797
3qd_vqiM5B4,0.8296296296296296,0.30198019801980197,0.966996699669967
K_C5d4DUtUw,0.951219512195122,0.03968253968253968,0.9940476190476191
Sw4fzm4plIw,0.882882882882883,0.15599343185550082,0.9971264367816092
QXH934aj9q4,0.9411764705882353,0.07922535211267606,0.9678697183098591
NYyKFQBK4C8,0.9482758620689655,0.30360205831903947,0.9961406518010292
7a_VkspkxxY,0.9076923076923077,0.059113300492610835,0.9946633825944171
QvDRiOVW-Cc,0.9642857142857143,0.056338028169014086,0.997887323943662
xc9OaDVxBME,0.9565217391304348,0.16129032258064516,0.9971198156682027
Y8WRW2ZUR8E,0.8799999999999999,0.23267326732673269,0.9975247524752475
IdU7Bw1Gt0s,0.9393939393939394,0.04404145077720207,0.9974093264248705
jEYq8k4XhqA,0.9122807017543859,0.019886363636363636,0.9971590909090909
ZodmERdsTuQ,0.8979591836734693,0.29261363636363635,0.9978693181818182
PB3SDeGkNyI,0.8965517241379309,0.29797979797979796,0.9966329966329966
avb4jaBGToM,0.9600000000000001,0.0594059405940594,0.9925742574257426
3LEFZlNdP3g,0.9516129032258064,0.09060955518945635,0.9921746293245469
bO-LGeX1MoI,0.9302325581395349,0.037037037037037035,0.9990740740740741
MrDZ6lkA-HQ,0.9401709401709402,0.08388157894736842,0.9905427631578947
mWjCqMAYmuo,0.9618320610687023,0.05601317957166392,0.9909390444810544
nTyRRvjg5wY,0.8181818181818182,0.34464751958224543,1.0
sWgx3ZefmiU,0.5853658536585366,0.43320235756385067,0.662328094302554
zR4-UletiQw,0.7500000000000001,0.51953125,0.91357421875
EvOh4WD0OTs,0.8849557522123894,0.36885245901639346,0.9860655737704918
qg8J4sZFXdg,0.970873786407767,0.04048582995951417,0.9954453441295547
zRKhsjmUmuE,0.8749999999999999,0.07954545454545454,1.0
8MCO_mcirbA,0.6,0.06349206349206349,0.9146825396825397
cz6KBEqZzVY,0.920353982300885,0.09401709401709402,0.9897435897435898
0Q9Yc539IBc,0.935064935064935,0.2876190476190476,0.9938095238095238
nDQTifC4WJQ,0.8749999999999999,0.20297029702970298,0.9512799339388934
sIxdTVuz-Go,0.9310344827586207,0.2302325581395349,0.9988372093023256
j6J_L0v0HMM,0.8769230769230769,0.0805921052631579,0.9876644736842105
sCoFlucymwo,0.896,0.08388157894736842,0.9782072368421053
pgvlhYqgfHk,0.9473684210526316,0.0425,0.993125
Ka-QFtC8_uA,0.9444444444444444,0.03759398496240601,0.9981203007518797
OTnuG7uF6No,0.9090909090909091,0.038560411311053984,0.9967866323907455
z6wvuiuUyz0,0.9421487603305785,0.05090311986863711,0.9926108374384236
Febu7XtYivw,0.8737864077669903,0.3667334669338677,0.9769539078156313
HhCD_xH-A8Q,0.9523809523809524,0.11444652908067542,0.9835834896810507
DaN4-hqi_oQ,0.8905109489051095,0.2134646962233169,0.9975369458128078
pIIIm6FXM5Q,0.5,0.5940919037199125,0.5828774617067833
