Electro Wizard,468
Fireball,439
Goblin Cage,417
Cannon Cart,227
Skeletons,217
Musketeer,215
Heal Spirit,159
Barbarian Barrel,155
Golden Knight,61
Barbarian Hut,19
Executioner,10
Knight,10
Prince,9
Goblin Barrel,8
Rocket,3
Tornado,2
Sparky,1
Royal Giant,1
Skeleton Barrel,1
Skeleton Dragons,1
Bandit,1
