frame,card1Name,card1Label,card2Name,card2Label,card3Name,card3Label,card4Name,card4Label,cardPlayedName,cardPlayedLabel,slotPlayed,elixir,predicted_cardPlayed,y_cardPlayed,y_elixirConsumed,predicted_elixirConsumed
00225,Fisherman,32.0,The Log,98.0,Heal Spirit,50.0,Skeletons,94.0,,,,6,False,False,0.0,0.0
00240,Fisherman,32.0,The Log,98.0,Heal Spirit,50.0,Skeletons,94.0,,,,6,False,False,0.0,0.0
00255,Fisherman,32.0,The Log,98.0,Heal Spirit,50.0,Skeletons,94.0,,,,6,False,False,0.0,0.0
00270,Fisherman,32.0,The Log,98.0,Heal Spirit,50.0,Skeletons,94.0,,,,7,False,False,0.0,0.0
00285,Fisherman,32.0,The Log,98.0,Heal Spirit,50.0,Skeletons,94.0,,,,7,False,False,0.0,0.0
00300,Fisherman,32.0,The Log,98.0,Heal Spirit,50.0,Skeletons,94.0,,,,7,False,False,0.0,0.0
00315,Fisherman,32.0,The Log,98.0,Heal Spirit,50.0,Skeletons,94.0,,,,7,False,False,0.0,0.0
00330,Fisherman,32.0,The Log,98.0,Heal Spirit,50.0,Skeletons,94.0,,,,7,False,False,0.0,0.0
00345,Fisherman,32.0,The Log,98.0,Heal Spirit,50.0,Skeletons,94.0,,,,7,False,False,0.0,0.0
00360,Fisherman,32.0,The Log,98.0,Heal Spirit,50.0,Skeletons,94.0,,,,8,False,False,0.0,0.0
00375,Fisherman,32.0,The Log,98.0,Heal Spirit,50.0,Skeletons,94.0,,,,8,False,False,0.0,0.0
00390,Fisherman,32.0,The Log,98.0,Heal Spirit,50.0,Skeletons,94.0,,,,8,False,False,0.0,0.0
00405,Fisherman,32.0,The Log,98.0,Heal Spirit,50.0,Skeletons,94.0,,,,8,False,False,0.0,0.0
00420,Fisherman,32.0,The Log,98.0,Heal Spirit,50.0,Skeletons,94.0,,,,8,False,False,0.0,0.0
00435,Fisherman,32.0,The Log,98.0,Heal Spirit,50.0,Skeletons,94.0,,,,8,False,False,0.0,0.0
00450,Fisherman,32.0,The Log,98.0,Heal Spirit,50.0,Skeletons,94.0,,,,9,False,False,0.0,0.0
00465,Fisherman,32.0,The Log,98.0,Heal Spirit,50.0,Skeletons,94.0,,,,9,False,False,0.0,0.0
00480,Fisherman,32.0,The Log,98.0,Heal Spirit,50.0,Skeletons,94.0,,,,9,False,False,0.0,0.0
00495,Fisherman,32.0,The Log,98.0,Heal Spirit,50.0,Skeletons,94.0,,,,9,False,False,0.0,0.0
00510,Fisherman,32.0,The Log,98.0,Heal Spirit,50.0,Skeletons,94.0,,,,9,False,False,0.0,0.0
00525,Fisherman,32.0,Fireball,30.0,Heal Spirit,50.0,Skeletons,94.0,The Log,98.0,2.0,8,True,True,1.0,2.0
00540,Fisherman,32.0,Fireball,30.0,Heal Spirit,50.0,Skeletons,94.0,,,,8,False,False,0.0,0.0
00555,Fisherman,32.0,Fireball,30.0,Heal Spirit,50.0,Skeletons,94.0,,,,8,False,False,0.0,0.0
00570,Fisherman,32.0,Fireball,30.0,Heal Spirit,50.0,Skeletons,94.0,,,,8,False,False,0.0,0.0
00585,Fisherman,32.0,Fireball,30.0,Heal Spirit,50.0,Skeletons,94.0,,,,8,False,False,0.0,0.0
