Fireball,303
Minion Horde,245
Barbarian Barrel,213
Cannon Cart,202
Goblin Gang,167
Mortar,149
Miner,130
Bats,127
Goblin Drill,3
Barbarian Hut,2
Wall Breakers,1
Tornado,1
Giant Snowball,1
