Bomb Tower,441
Tornado,381
Rocket,300
Goblins,296
Ice Wizard,224
Miner,203
Wall Breakers,197
Valkyrie,175
Giant Snowball,86
Witch,58
Mirror,40
Executioner,15
Golden Knight,9
Balloon,6
P.E.K.K.A,3
Skeleton Barrel,3
Rascals,2
Electro Wizard,2
Goblin Cage,1
Battle Ram,1
Mega Minion,1
